Sl.No,Molecule_Smiles,Combination_Code
22792,OCN(CC1SCCSC1)C,F1-F13-F6-F1
22793,OCNC(C1SCCSC1)C,F1-F13-F6-F1
22794,OCNCC1SCC(SC1)C,F1-F13-F6-F1
22795,CNC(CC1SCCSC1)O,F1-F13-F6-F1
22796,C1SCC(SC1)CC(O)(N)C,F1-F13-F6-F1
22797,NC(C(C1SCCSC1)C)O,F1-F13-F6-F1
22798,NC(CC1SCC(SC1)C)O,F1-F13-F6-F1
22799,C1SCC(SC1)NC(O)(C)C,F6-F13-F1-F1
22800,CC(N(C1SCCSC1)C)O,F6-F13-F1-F1
22801,CCN(C1SCCSC1)CO,F6-F13-F1-F1
22802,CNC(C1SCCSC1)(O)C,F6-F13-F1-F1
22803,CN(C(C1SCCSC1)O)C,F6-F13-F1-F1
22804,c1nc(OC(C2CCCC2)O)ccc1,F5-F17-F18-F3
22805,c1cccc(n1)OCC1CC(CC1)O,F5-F17-F18-F3
22806,c1ncccc1OC(C1CCCC1)O,F5-F17-F18-F3
22807,c1cncc(c1)OCC1CC(CC1)O,F5-F17-F18-F3
22808,c1nc(ccc1O)C(C1CCCC1)O,F5-F17-F18-F3
22809,c1cccc(n1)C(C1CCCC1)(O)O,F5-F17-F18-F3
22810,c1cccc(n1)C(C1CC(CC1)O)O,F5-F17-F18-F3
22811,c1nc(O)ccc1C(C1CCCC1)O,F5-F17-F18-F3
22812,c1ncccc1C(C1CCCC1)(O)O,F5-F17-F18-F3
22813,c1cncc(c1)C(C1CC(CC1)O)O,F5-F17-F18-F3
22814,c1cccc(n1)C1CCC(C1)C(O)O,F5-F17-F18-F3
22815,OCC1CCC(C1)c1ncc(cc1)O,F5-F17-F18-F3
22816,c1cncc(c1)C1CCC(C1)C(O)O,F5-F17-F18-F3
22817,OCC1CCC(C1)c1cnc(cc1)O,F5-F17-F18-F3
22818,c1cccc(n1)C(OC1CCCC1)O,F5-F17-F18-F3
22819,c1cccc(n1)COC1CC(CC1)O,F5-F17-F18-F3
22820,OC(c1cnccc1)OC1CCCC1,F5-F17-F18-F3
22821,c1cncc(c1)COC1CC(CC1)O,F5-F17-F18-F3
22822,OCOC1CCC(C1)c1ncccc1,F5-F17-F18-F3
22823,OCOC1CCC(C1)c1cnccc1,F5-F17-F18-F3
22824,Cc1ccc(cc1)C1NC(O)NCN1,F1-F10-F16-F3
22825,OCc1ccc(cc1)C1NCNCN1,F1-F10-F16-F3
22826,c1cccc(c1)CC1NC(O)NCN1,F1-F10-F16-F3
22827,C1NCNC(N1)C(c1ccccc1)O,F1-F10-F16-F3
22828,OCC1NCNC(N1)c1ccccc1,F10-F16-F1-F3
22829,OC(c1cnc(cc1)C1CCCC1)O,F17-F18-F5-F3
22830,OCc1cnc(cc1)C1CC(CC1)O,F17-F18-F5-F3
22831,OCOc1cnc(cc1)C1CCCC1,F17-F18-F5-F3
22832,COc1cnc(cc1)C1CC(CC1)O,F17-F18-F5-F3
22833,c1nc(C(O)O)ccc1C1CCCC1,F17-F18-F5-F3
22834,OCc1ncc(cc1)C1CC(CC1)O,F17-F18-F5-F3
22835,OCOc1ncc(cc1)C1CCCC1,F17-F18-F5-F3
22836,COc1ncc(cc1)C1CC(CC1)O,F17-F18-F5-F3
22837,OCc1oc(cc1)c1cnc(cc1)F,F12-F18-F20-F5
22838,OCc1oc(cc1)c1ncc(cc1)F,F12-F18-F20-F5
22839,OCc1cnc(cc1)c1oc(cc1)F,F18-F20-F12-F5
22840,OCc1ncc(cc1)c1oc(cc1)F,F18-F20-F12-F5
22841,OCNC(=O)c1nnc(s1)Cl,F11-F15-F9-F6
22842,NC(C(=O)c1nnc(s1)Cl)O,F11-F15-F9-F6
22843,OCNc1nnc(s1)C(=O)Cl,F9-F15-F11-F6
22844,NC(c1nnc(s1)C(=O)Cl)O,F9-F15-F11-F6
22845,c1coc(c1)C(c1ncc(cc1)F)O,F5-F20-F18-F12
22846,c1cccc(n1)C(c1occc1)(F)O,F5-F20-F18-F12
22847,c1cccc(n1)C(c1oc(cc1)F)O,F5-F20-F18-F12
22848,c1cncc(c1)C(c1oc(cc1)F)O,F5-F20-F18-F12
22849,c1coc(c1)C(c1cnccc1)(F)O,F5-F20-F18-F12
22850,c1coc(c1)C(c1cnc(cc1)F)O,F5-F20-F18-F12
22851,c1cccc(n1)c1oc(cc1)C(F)O,F5-F20-F18-F12
22852,OC(c1oc(cc1)c1cnccc1)F,F5-F20-F18-F12
22853,OC(c1cnc(cc1)c1occc1)F,F18-F20-F5-F12
22854,OC(c1ncc(cc1)c1occc1)F,F18-F20-F5-F12
22855,NC(CCC1SCCSC1)O,F1-F13-F1-F6
22856,NC(NC(OCN1COCC1)O)O,F5-F8-F6-F6
22857,OCNC(OCN1COCC1)(O)N,F5-F8-F6-F6
22858,NC(C(OCN1COCC1)(O)N)O,F5-F8-F6-F6
22859,NCOC(OCN1COCC1)(O)N,F5-F8-F6-F6
22860,NC(OC(N1COCC1)C(O)N)O,F5-F8-F6-F6
22861,NCOC(N1COCC1)OC(O)N,F5-F8-F6-F6
22862,NC(OC(OCN1COCC1)N)O,F5-F8-F6-F6
22863,NC(OCNC(N1COCC1)O)O,F5-F8-F6-F6
22864,OC(C(O)N)NC(N1COCC1)O,F5-F8-F6-F6
22865,NCOC(NC(N1COCC1)O)O,F5-F8-F6-F6
22866,NC(NC(C(N1COCC1)O)O)O,F5-F8-F6-F6
22867,OCNC(C(N1COCC1)O)(O)N,F5-F8-F6-F6
22868,NC(C(C(N1COCC1)O)(O)N)O,F5-F8-F6-F6
22869,NCOC(C(N1COCC1)O)(O)N,F5-F8-F6-F6
22870,NC(C(N1COCC1)(C(O)N)O)O,F5-F8-F6-F6
22871,NCOC(N1COCC1)(C(O)N)O,F5-F8-F6-F6
22872,NC(OC(C(N1COCC1)O)N)O,F5-F8-F6-F6
22873,NC(NCOC(N1COCC1)O)O,F5-F8-F6-F6
22874,OCNC(OC(N1COCC1)O)N,F5-F8-F6-F6
22875,NC(C(O)N)OC(N1COCC1)O,F5-F8-F6-F6
22876,NCOC(OC(N1COCC1)O)N,F5-F8-F6-F6
22877,NCOC(N1COCC1)(OCN)O,F5-F8-F6-F6
22878,NC(OCC(N1COCC1)(O)N)O,F6-F8-F5-F6
22879,NC(C(C(N1COCC1)(O)N)O)O,F6-F8-F5-F6
22880,NCOC(C(N1COCC1)(O)N)O,F6-F8-F5-F6
22881,NC(COC(N1COCC1)(O)N)O,F6-F8-F5-F6
22882,NCOCOC(N1COCC1)(O)N,F6-F8-F5-F6
22883,NC(OCOC(N1COCC1)N)O,F6-F8-F5-F6
22884,OC(C(O)N)OC(N1COCC1)N,F6-F8-F5-F6
22885,NCOC(OC(N1COCC1)N)O,F6-F8-F5-F6
22886,c1nc(NC(Cl)(Cl)O)ccc1,F6-F11-F18-F11
22887,OC(Nc1ncc(cc1)Cl)Cl,F6-F11-F18-F11
22888,c1ncccc1NC(Cl)(Cl)O,F6-F11-F18-F11
22889,OC(Nc1cnc(cc1)Cl)Cl,F6-F11-F18-F11
22890,c1nc(ccc1Cl)C(Cl)(O)N,F6-F11-F18-F11
22891,c1nc(Cl)ccc1C(Cl)(O)N,F6-F11-F18-F11
22892,OCc1cnc(cc1)OC1CCCC1,F3-F18-F5-F17
22893,OCc1ncc(cc1)OC1CCCC1,F3-F18-F5-F17
22894,c1nc(C(O)N)cnc1C1CCCC1,F17-F19-F6
22895,c1cncc(n1)C1CCC(C1)C(O)N,F17-F19-F6
22896,c1cncc(n1)NC(C1CCCC1)O,F6-F19-F17
22897,c1cncc(n1)C(C1CCCC1)(O)N,F6-F19-F17
22898,c1cncc(n1)C(NC1CCCC1)O,F6-F19-F17
22899,c1cc(ccc1CCO)N1COCC1,F8-F10-F2-F3
22900,c1cccc(n1)C(c1scnn1)O,F1-F3-F18-F15
22901,OCc1ncc(cc1)c1scnn1,F1-F3-F18-F15
22902,c1ncccc1C(c1scnn1)O,F1-F3-F18-F15
22903,OCc1cnc(cc1)c1scnn1,F1-F3-F18-F15
22904,NC(C(=O)C1SCCSC1)O,F5-F9-F4-F13
22905,NC(=O)C(C1SCCSC1)O,F5-F9-F4-F13
22906,OC(CCCl)Nc1scnn1,F6-F15-F2-F11
22907,OCN(CCCl)c1scnn1,F6-F15-F2-F11
22908,OCNc1nnc(s1)CCCl,F6-F15-F2-F11
22909,OC(c1scnn1)NCCCl,F6-F15-F2-F11
22910,NC(CCCl)(c1scnn1)O,F6-F15-F2-F11
22911,NC(c1nnc(s1)CCCl)O,F6-F15-F2-F11
22912,OC(NCCc1scnn1)Cl,F2-F15-F6-F11
22913,OCNCCc1nnc(s1)Cl,F2-F15-F6-F11
22914,C(CC(Cl)(O)N)c1scnn1,F2-F15-F6-F11
22915,NC(CCc1nnc(s1)Cl)O,F2-F15-F6-F11
22916,OCNc1oc(cc1)Cc1occc1,F1-F20-F6-F20
22917,NC(c1oc(cc1)Cc1occc1)O,F1-F20-F6-F20
22918,c1ccoc1CNC(c1occc1)O,F1-F20-F6-F20
22919,OCN(c1occc1)Cc1occc1,F1-F20-F6-F20
22920,OCNC(c1occc1)c1occc1,F1-F20-F6-F20
22921,OCNCc1oc(cc1)c1occc1,F1-F20-F6-F20
22922,OC(Nc1occc1)Cc1occc1,F1-F20-F6-F20
22923,c1ccoc1CC(c1occc1)(O)N,F1-F20-F6-F20
22924,NC(C(c1occc1)c1occc1)O,F1-F20-F6-F20
22925,NC(Cc1oc(cc1)c1occc1)O,F1-F20-F6-F20
22926,OC(C1SCCSC1)CCN,F2-F4-F5-F13
22927,c1nc(N)cnc1C(C1CCCC1)O,F5-F17-F19-F4
22928,c1cncc(n1)C(C1CC(CC1)N)O,F5-F17-F19-F4
22929,OCc1nnc(s1)c1ncccc1,F1-F15-F3-F18
22930,OCc1nnc(s1)c1cnccc1,F1-F15-F3-F18
22931,OC(NCOc1sccc1)Cl,F6-F11-F5-F14
22932,OC(c1sccc1)NC(Cl)O,F6-F11-F5-F14
22933,OCN(c1sccc1)C(Cl)O,F6-F11-F5-F14
22934,NC(COc1sccc1)(Cl)O,F6-F11-F5-F14
22935,NC(C(c1sccc1)O)(Cl)O,F6-F11-F5-F14
22936,NC(Oc1sccc1)(CO)Cl,F6-F11-F5-F14
22937,OC(Nc1sccc1)(CO)Cl,F6-F11-F5-F14
22938,NC(OCc1sccc1)(Cl)O,F6-F11-F5-F14
22939,COC(Nc1sccc1)(Cl)O,F6-F11-F5-F14
22940,OCOC(Nc1sccc1)Cl,F6-F11-F5-F14
22941,NC(c1sccc1)(OCO)Cl,F6-F11-F5-F14
22942,NC(OC(c1sccc1)O)Cl,F6-F11-F5-F14
22943,OC(OCCl)Nc1sccc1,F5-F11-F6-F14
22944,NC(c1sccc1)(OCCl)O,F5-F11-F6-F14
22945,NC(c1sccc1)(C(Cl)O)O,F5-F11-F6-F14
22946,NC(C(Cl)O)Oc1sccc1,F5-F11-F6-F14
22947,OC(C(Cl)O)Nc1sccc1,F5-F11-F6-F14
22948,OC(OCNc1sccc1)Cl,F5-F11-F6-F14
22949,NC(c1sccc1)OC(Cl)O,F5-F11-F6-F14
22950,OCC1CC(CC1)Oc1ncccc1,F3-F18-F17-F5
22951,OCC1CC(CC1)Oc1cnccc1,F3-F18-F17-F5
22952,OCc1sc(cc1)NC(Cl)O,F6-F11-F14-F5
22953,COc1sc(cc1)NC(Cl)O,F6-F11-F14-F5
22954,OCc1sc(cc1)C(Cl)(O)N,F6-F11-F14-F5
22955,COc1sc(cc1)C(Cl)(O)N,F6-F11-F14-F5
22956,OCc1sc(cc1)OC(Cl)N,F6-F11-F14-F5
22957,OCOCNc1sc(cc1)Cl,F6-F14-F11-F5
22958,OCC(Nc1sc(cc1)Cl)O,F6-F14-F11-F5
22959,COC(Nc1sc(cc1)Cl)O,F6-F14-F11-F5
22960,OCN(c1sc(cc1)Cl)CO,F6-F14-F11-F5
22961,OCC(c1sc(cc1)Cl)(O)N,F6-F14-F11-F5
22962,COC(c1sc(cc1)Cl)(O)N,F6-F14-F11-F5
22963,OCOC(c1sc(cc1)Cl)N,F6-F14-F11-F5
22964,OCC(Oc1sc(cc1)Cl)N,F6-F14-F11-F5
22965,OC(NCC)NC(N1COCC1)O,F6-F6-F8-F2
22966,OC(N1COCC1)NC(CC)(O)N,F6-F6-F8-F2
22967,NC(N(CC)C(N1COCC1)O)O,F6-F6-F8-F2
22968,NC(NC(CC)(N1COCC1)O)O,F6-F6-F8-F2
22969,NC(NC(N1COCC1)OCC)O,F6-F6-F8-F2
22970,NC(OCC)NC(N1COCC1)O,F6-F6-F8-F2
22971,O=CNC(NC(N1COCC1)O)O,F6-F6-F8-F9
22972,O=CC(NC(N1COCC1)O)(O)N,F6-F6-F8-F9
22973,O=CN(C(N1COCC1)O)C(O)N,F6-F6-F8-F9
22974,O=CC(N1COCC1)(NC(O)N)O,F6-F6-F8-F9
22975,CCOCNC(N1COCC1)(O)N,F6-F6-F8-F2
22976,CCC(NC(N1COCC1)(O)N)O,F6-F6-F8-F2
22977,OCN(C(N1COCC1)(O)N)CC,F6-F6-F8-F2
22978,OCNC(N1COCC1)(OCC)N,F6-F6-F8-F2
22979,OCNC(N1COCC1)(NCC)O,F6-F6-F8-F2
22980,O=CC(NC(N1COCC1)(O)N)O,F6-F6-F8-F9
22981,OCN(C(N1COCC1)(O)N)C=O,F6-F6-F8-F9
22982,OCNC(N1COCC1)(NC=O)O,F6-F6-F8-F9
22983,CCNC(C(N1COCC1)(O)N)O,F6-F6-F8-F2
22984,CCC(C(N1COCC1)(O)N)(O)N,F6-F6-F8-F2
22985,CCOC(N1COCC1)(C(O)N)N,F6-F6-F8-F2
22986,CCNC(N1COCC1)(C(O)N)O,F6-F6-F8-F2
22987,CCOC(C(N1COCC1)(O)N)N,F6-F6-F8-F2
22988,O=CNC(C(N1COCC1)(O)N)O,F6-F6-F8-F9
22989,O=CC(C(N1COCC1)(O)N)(O)N,F6-F6-F8-F9
22990,O=CNC(N1COCC1)(C(O)N)O,F6-F6-F8-F9
22991,OC(NCC)OC(N1COCC1)N,F6-F6-F8-F2
22992,NC(N1COCC1)OC(CC)(O)N,F6-F6-F8-F2
22993,NC(OC(CC)(N1COCC1)N)O,F6-F6-F8-F2
22994,NC(OC(N1COCC1)NCC)O,F6-F6-F8-F2
22995,O=CNC(OC(N1COCC1)N)O,F6-F6-F8-F9
22996,O=CC(OC(N1COCC1)N)(O)N,F6-F6-F8-F9
22997,O=CC(N1COCC1)(OC(O)N)N,F6-F6-F8-F9
22998,O=CNC(N1COCC1)OC(O)N,F6-F6-F8-F9
22999,CCNCOC(N1COCC1)(O)N,F6-F6-F8-F2
23000,CCC(OC(N1COCC1)(O)N)N,F6-F6-F8-F2
23001,NCOC(N1COCC1)(NCC)O,F6-F6-F8-F2
23002,O=CNCOC(N1COCC1)(O)N,F6-F6-F8-F9
23003,O=CC(OC(N1COCC1)(O)N)N,F6-F6-F8-F9
23004,NCOC(N1COCC1)(NC=O)O,F6-F6-F8-F9
23005,OCNc1sc(cc1)C(=O)Cl,F9-F11-F14-F6
23006,NC(c1sc(cc1)C(=O)Cl)O,F9-F11-F14-F6
23007,OCNC(=O)c1sc(cc1)Cl,F9-F14-F11-F6
23008,NC(C(=O)c1sc(cc1)Cl)O,F9-F14-F11-F6
23009,c1nc(N)cnc1C(c1occc1)O,F5-F20-F19-F4
23010,c1cncc(n1)C(c1occc1)(O)N,F5-F20-F19-F4
23011,c1cncc(n1)C(c1oc(cc1)N)O,F5-F20-F19-F4
23012,c1cncc(n1)c1oc(cc1)C(O)N,F5-F20-F19-F4
23013,OCc1oc(cc1)c1ncc(nc1)N,F5-F20-F19-F4
23014,c1nc(C(O)N)cnc1c1occc1,F19-F20-F5-F4
23015,OCc1ncc(nc1)c1oc(cc1)N,F19-F20-F5-F4
23016,c1ccccc1NC(C1CCCC1)O,F6-F10-F17
23017,OCN(C1CCCC1)c1ccccc1,F6-F10-F17
23018,OCNc1ccc(cc1)C1CCCC1,F6-F10-F17
23019,NC(c1ccc(cc1)C1CCCC1)O,F6-F10-F17
23020,c1ccccc1C(C1CCCC1)(O)N,F6-F10-F17
23021,OC(c1ccccc1)NC1CCCC1,F6-F10-F17
23022,OCNC1CCC(C1)c1ccccc1,F10-F17-F6
23023,c1cccc(c1)C1CCC(C1)C(O)N,F10-F17-F6
23024,OCC1CCC(C1)c1ccc(cc1)N,F4-F10-F17-F5
23025,OCc1ccc(cc1)NC1CCCC1,F4-F10-F17-F5
23026,OCC1CC(CC1)Nc1ccccc1,F4-F10-F17-F5
23027,OCc1ccc(cc1)C1CC(CC1)N,F10-F17-F4-F5
23028,c1cc(ccc1N)C(C1CCCC1)O,F5-F10-F4-F17
23029,OC(c1sccc1)(NC=O)Cl,F6-F11-F9-F14
23030,OC(N(c1sccc1)C=O)Cl,F6-F11-F9-F14
23031,OC(NC(=O)c1sccc1)Cl,F6-F11-F9-F14
23032,OC(C=O)(Nc1sccc1)Cl,F6-F11-F9-F14
23033,NC(C(=O)c1sccc1)(Cl)O,F6-F11-F9-F14
23034,OC(c1sccc1)NC(=O)Cl,F9-F11-F6-F14
23035,OCN(c1sccc1)C(=O)Cl,F9-F11-F6-F14
23036,OC(C(=O)Cl)Nc1sccc1,F9-F11-F6-F14
23037,NC(c1sccc1)(C(=O)Cl)O,F9-F11-F6-F14
23038,NC(NCOCN1COCCC1)O,F6-F6-F1-F7
23039,COC(N1COCCC1)NC(O)N,F6-F6-F1-F7
23040,COCNC(N1COCCC1)(O)N,F6-F6-F1-F7
23041,NC(NC(CN1COCCC1)O)O,F6-F6-F1-F7
23042,NC(NC(N1COCCC1)(O)C)O,F6-F6-F1-F7
23043,CC(NC(N1COCCC1)(O)N)O,F6-F6-F1-F7
23044,NC(N(C(N1COCCC1)O)C)O,F6-F6-F1-F7
23045,OCN(C(N1COCCC1)(O)N)C,F6-F6-F1-F7
23046,OCN(C(O)N)CN1COCCC1,F6-F6-F1-F7
23047,OC(N1COCCC1)NC(O)(N)C,F6-F6-F1-F7
23048,OCNC(CN1COCCC1)(O)N,F6-F6-F1-F7
23049,OCNC(OCN1COCCC1)N,F6-F6-F1-F7
23050,OCNC(N1COCCC1)(OC)N,F6-F6-F1-F7
23051,COC(NC(N1COCCC1)O)N,F6-F6-F1-F7
23052,OCNC(NCN1COCCC1)O,F6-F6-F1-F7
23053,OCNC(N1COCCC1)(NC)O,F6-F6-F1-F7
23054,CNC(NC(N1COCCC1)O)O,F6-F6-F1-F7
23055,OC(C(O)N)NCN1COCCC1,F6-F6-F1-F7
23056,CNC(N1COCCC1)(C(O)N)O,F6-F6-F1-F7
23057,CNC(C(N1COCCC1)(O)N)O,F6-F6-F1-F7
23058,C1OCCCN1C(C(O)(N)C)(O)N,F6-F6-F1-F7
23059,NC(C(CN1COCCC1)(O)N)O,F6-F6-F1-F7
23060,NC(C(O)N)OCN1COCCC1,F6-F6-F1-F7
23061,COC(N1COCCC1)(C(O)N)N,F6-F6-F1-F7
23062,COC(C(N1COCCC1)(O)N)N,F6-F6-F1-F7
23063,NC(OCNCN1COCCC1)O,F6-F6-F1-F7
23064,CNC(N1COCCC1)OC(O)N,F6-F6-F1-F7
23065,CNCOC(N1COCCC1)(O)N,F6-F6-F1-F7
23066,NC(OC(CN1COCCC1)N)O,F6-F6-F1-F7
23067,NC(OC(N1COCCC1)(N)C)O,F6-F6-F1-F7
23068,CC(OC(N1COCCC1)(O)N)N,F6-F6-F1-F7
23069,NC(N1COCCC1)OC(O)(N)C,F6-F6-F1-F7
23070,NCOC(CN1COCCC1)(O)N,F6-F6-F1-F7
23071,NCOC(NCN1COCCC1)O,F6-F6-F1-F7
23072,NCOC(N1COCCC1)(NC)O,F6-F6-F1-F7
23073,CNC(OC(N1COCCC1)N)O,F6-F6-F1-F7
23074,OCNCNC(N1COCCC1)O,F1-F6-F6-F7
23075,OCNC(N1COCCC1)NCO,F1-F6-F6-F7
23076,NC(CNC(N1COCCC1)O)O,F1-F6-F6-F7
23077,OCNC(N1COCCC1)C(O)N,F1-F6-F6-F7
23078,OCNCC(N1COCCC1)(O)N,F1-F6-F6-F7
23079,NCOCNC(N1COCCC1)O,F1-F6-F6-F7
23080,OCNC(N1COCCC1)OCN,F1-F6-F6-F7
23081,OCNCOC(N1COCCC1)N,F1-F6-F6-F7
23082,NC(CC(N1COCCC1)(O)N)O,F1-F6-F6-F7
23083,NC(C(N1COCCC1)C(O)N)O,F1-F6-F6-F7
23084,NC(COC(N1COCCC1)N)O,F1-F6-F6-F7
23085,NCOC(N1COCCC1)C(O)N,F1-F6-F6-F7
23086,NCOCC(N1COCCC1)(O)N,F1-F6-F6-F7
23087,NC(OCCOc1nncs1)O,F5-F5-F6-F15
23088,NC(OCC(c1nncs1)O)O,F5-F5-F6-F15
23089,NC(OC(c1nncs1)CO)O,F5-F5-F6-F15
23090,NC(c1nncs1)(OCCO)O,F5-F5-F6-F15
23091,OCCOC(Oc1nncs1)N,F5-F5-F6-F15
23092,OC(OCCO)Nc1nncs1,F5-F5-F6-F15
23093,OC(NCOc1nncs1)CO,F5-F5-F6-F15
23094,OC(c1nncs1)NC(CO)O,F5-F5-F6-F15
23095,OCC(N(c1nncs1)CO)O,F5-F5-F6-F15
23096,OC(c1nncs1)(NCO)CO,F5-F5-F6-F15
23097,OCNC(C(c1scnn1)O)O,F5-F5-F6-F15
23098,OC(NCO)COc1nncs1,F5-F5-F6-F15
23099,OCC(Oc1nncs1)NCO,F5-F5-F6-F15
23100,NC(C(COc1nncs1)O)O,F5-F5-F6-F15
23101,NC(C(C(c1nncs1)O)O)O,F5-F5-F6-F15
23102,OCC(c1nncs1)(C(O)N)O,F5-F5-F6-F15
23103,NC(c1nncs1)(C(CO)O)O,F5-F5-F6-F15
23104,NC(C(CO)O)Oc1nncs1,F5-F5-F6-F15
23105,OC(C(CO)O)Nc1nncs1,F5-F5-F6-F15
23106,OCC(C(O)N)Oc1nncs1,F5-F5-F6-F15
23107,OC(OCNc1nncs1)CO,F5-F5-F6-F15
23108,NC(c1nncs1)OC(CO)O,F5-F5-F6-F15
23109,NCOC(c1nncs1)(CO)O,F5-F5-F6-F15
23110,NCOC(C(c1scnn1)O)O,F5-F5-F6-F15
23111,NCOC(COc1nncs1)O,F5-F5-F6-F15
23112,NCOC(Oc1nncs1)CO,F5-F5-F6-F15
23113,OCOCNCOc1nncs1,F5-F5-F6-F15
23114,OC(c1nncs1)NCOCO,F5-F5-F6-F15
23115,OCN(c1nncs1)COCO,F5-F5-F6-F15
23116,OCNC(c1scnn1)OCO,F5-F5-F6-F15
23117,OC(c1nncs1)OCNCO,F5-F5-F6-F15
23118,OCNCOCOc1nncs1,F5-F5-F6-F15
23119,NC(COCOc1nncs1)O,F5-F5-F6-F15
23120,NC(COC(c1nncs1)O)O,F5-F5-F6-F15
23121,NC(C(c1nncs1)OCO)O,F5-F5-F6-F15
23122,NC(c1nncs1)(COCO)O,F5-F5-F6-F15
23123,NC(Oc1nncs1)COCO,F5-F5-F6-F15
23124,OC(Nc1nncs1)COCO,F5-F5-F6-F15
23125,OCOCOCNc1nncs1,F5-F5-F6-F15
23126,NC(c1nncs1)OCOCO,F5-F5-F6-F15
23127,NCOC(c1scnn1)OCO,F5-F5-F6-F15
23128,NCOCOC(c1nncs1)O,F5-F5-F6-F15
23129,OC(OCc1nncs1)NCO,F5-F5-F6-F15
23130,COC(c1nncs1)(NCO)O,F5-F5-F6-F15
23131,COC(N(c1nncs1)CO)O,F5-F5-F6-F15
23132,COC(NC(c1nncs1)O)O,F5-F5-F6-F15
23133,COC(NCOc1nncs1)O,F5-F5-F6-F15
23134,COC(Oc1nncs1)NCO,F5-F5-F6-F15
23135,NC(C(OCc1nncs1)O)O,F5-F5-F6-F15
23136,COC(c1nncs1)(C(O)N)O,F5-F5-F6-F15
23137,COC(C(c1nncs1)(O)N)O,F5-F5-F6-F15
23138,COC(C(Oc1nncs1)N)O,F5-F5-F6-F15
23139,COC(C(Nc1nncs1)O)O,F5-F5-F6-F15
23140,COC(C(O)N)Oc1nncs1,F5-F5-F6-F15
23141,NCOC(OCc1nncs1)O,F5-F5-F6-F15
23142,NCOC(c1nncs1)(OC)O,F5-F5-F6-F15
23143,COC(OC(c1nncs1)N)O,F5-F5-F6-F15
23144,COC(OCNc1nncs1)O,F5-F5-F6-F15
23145,NC(OCOCc1nncs1)O,F5-F5-F6-F15
23146,COC(c1nncs1)OC(O)N,F5-F5-F6-F15
23147,COCOC(c1nncs1)(O)N,F5-F5-F6-F15
23148,COCOC(Nc1nncs1)O,F5-F5-F6-F15
23149,OCN(COc1scnn1)CO,F5-F6-F5-F15
23150,OCN(C(c1scnn1)O)CO,F5-F6-F5-F15
23151,NC(CO)(COc1nncs1)O,F5-F6-F5-F15
23152,NC(C(c1nncs1)O)(CO)O,F5-F6-F5-F15
23153,OCC(Oc1scnn1)(CO)N,F5-F6-F5-F15
23154,OCC(Nc1scnn1)(CO)O,F5-F6-F5-F15
23155,NC(OCc1nncs1)(CO)O,F5-F6-F5-F15
23156,COC(C(c1nncs1)O)(O)N,F5-F6-F5-F15
23157,COC(COc1nncs1)(O)N,F5-F6-F5-F15
23158,COC(Oc1nncs1)(CO)N,F5-F6-F5-F15
23159,COC(Nc1nncs1)(CO)O,F5-F6-F5-F15
23160,OCC(OCOc1nncs1)N,F5-F6-F5-F15
23161,NC(OC(c1nncs1)O)CO,F5-F6-F5-F15
23162,NC(c1nncs1)(OCO)CO,F5-F6-F5-F15
23163,OCOC(C(c1nncs1)O)N,F5-F6-F5-F15
23164,NC(OCO)COc1nncs1,F5-F6-F5-F15
23165,OCC(OCO)Nc1nncs1,F5-F6-F5-F15
23166,NC(OCO)OCc1nncs1,F5-F6-F5-F15
23167,OCOC(c1nncs1)(OC)N,F5-F6-F5-F15
23168,COC(OC(c1nncs1)O)N,F5-F6-F5-F15
23169,OCOC(Nc1nncs1)OC,F5-F6-F5-F15
23170,COC(OCc1nncs1)(O)N,F5-F6-F5-F15
23171,COC(Nc1scnn1)(OC)O,F5-F6-F5-F15
23172,O=Cc1cnc(cc1)C1CC(CC1)O,F17-F18-F9-F3
23173,O=Cc1ncc(cc1)C1CC(CC1)O,F17-F18-F9-F3
23174,c1cccc(n1)C(=O)C1CC(CC1)O,F9-F17-F18-F3
23175,c1cncc(c1)C(=O)C1CC(CC1)O,F9-F17-F18-F3
23176,c1nc(ccc1C)C(C1CCCC1)O,F5-F17-F18-F1
23177,c1cccc(n1)C(C1CCCC1)(O)C,F5-F17-F18-F1
23178,c1cccc(n1)C(C1CC(CC1)C)O,F5-F17-F18-F1
23179,c1nc(C)ccc1C(C1CCCC1)O,F5-F17-F18-F1
23180,c1ncccc1C(C1CCCC1)(O)C,F5-F17-F18-F1
23181,c1cncc(c1)C(C1CC(CC1)C)O,F5-F17-F18-F1
23182,c1cccc(n1)C1CCC(C1)C(O)C,F5-F17-F18-F1
23183,OCC1CCC(C1)c1ncc(cc1)C,F5-F17-F18-F1
23184,c1cncc(c1)C1CCC(C1)C(O)C,F5-F17-F18-F1
23185,OCC1CCC(C1)c1cnc(cc1)C,F5-F17-F18-F1
23186,CC(c1cnc(cc1)C1CCCC1)O,F17-F18-F5-F1
23187,OCc1cnc(cc1)C1CC(CC1)C,F17-F18-F5-F1
23188,c1nc(C(O)C)ccc1C1CCCC1,F17-F18-F5-F1
23189,OCc1ncc(cc1)C1CC(CC1)C,F17-F18-F5-F1
23190,c1cccc(n1)C(c1sccc1)O,F1-F14-F3-F18
23191,c1csc(c1)C(c1cnccc1)O,F1-F14-F3-F18
23192,OCc1sc(cc1)c1ncccc1,F1-F14-F3-F18
