Sl.No,Molecule_Smiles,Combination_Code
15451,NC(OCC(=O)N1COCC1)O,F5-F9-F6-F8
15452,OCNC(N1COCC1)(C=O)O,F5-F9-F6-F8
15453,OCNC(C(=O)N1COCC1)O,F5-F9-F6-F8
15454,O=CC(NC(N1COCC1)O)O,F5-F9-F6-F8
15455,O=CC(C(N1COCC1)(O)N)O,F5-F9-F6-F8
15456,O=CC(N1COCC1)(C(O)N)O,F5-F9-F6-F8
15457,OC(C(=O)N1COCC1)C(O)N,F5-F9-F6-F8
15458,O=CC(OC(N1COCC1)N)O,F5-F9-F6-F8
15459,NCOC(N1COCC1)(C=O)O,F5-F9-F6-F8
15460,NCOC(C(=O)N1COCC1)O,F5-F9-F6-F8
15461,OCC(=O)NC(N1COCC1)O,F5-F9-F6-F8
15462,OCNC(=O)C(N1COCC1)O,F5-F9-F6-F8
15463,NC(C(=O)C(N1COCC1)O)O,F5-F9-F6-F8
15464,OCC(=O)C(N1COCC1)(O)N,F5-F9-F6-F8
15465,OCN(C(N1COCC1)O)C=O,F5-F6-F9-F8
15466,OCN(C(=O)N1COCC1)CO,F5-F6-F9-F8
15467,OCC(C(=O)N1COCC1)(O)N,F5-F6-F9-F8
15468,O=CC(C(N1COCC1)O)(O)N,F5-F6-F9-F8
15469,O=CNC(N1COCC1)(CO)O,F5-F6-F9-F8
15470,OCC(NC(=O)N1COCC1)O,F5-F6-F9-F8
15471,O=CNC(C(N1COCC1)O)O,F5-F6-F9-F8
15472,O=CNCOC(N1COCC1)O,F5-F6-F9-F8
15473,OCOC(N1COCC1)NC=O,F5-F6-F9-F8
15474,OCOCNC(=O)N1COCC1,F5-F6-F9-F8
15475,OCOC(N1COCC1)(C=O)N,F5-F6-F9-F8
15476,OCOC(C(=O)N1COCC1)N,F5-F6-F9-F8
15477,O=CC(OC(N1COCC1)O)N,F5-F6-F9-F8
15478,O=CC(OCN1COCC1)(O)N,F5-F6-F9-F8
15479,COC(C(=O)N1COCC1)(O)N,F5-F6-F9-F8
15480,O=CNC(OCN1COCC1)O,F5-F6-F9-F8
15481,O=CNC(N1COCC1)(OC)O,F5-F6-F9-F8
15482,COC(NC(=O)N1COCC1)O,F5-F6-F9-F8
15483,OCNC(CN1COCCC1)O,F1-F7-F5-F6
15484,OC(C(O)N)CN1COCCC1,F1-F7-F5-F6
15485,NCOC(CN1COCCC1)O,F1-F7-F5-F6
15486,OCNC(N1COCCC1)CO,F1-F7-F5-F6
15487,OCC(N1COCCC1)C(O)N,F1-F7-F5-F6
15488,NCOC(N1COCCC1)CO,F1-F7-F5-F6
15489,OCNCOCN1COCCC1,F1-F7-F5-F6
15490,NC(COCN1COCCC1)O,F1-F7-F5-F6
15491,OCNC(N1COCCC1)OC,F1-F7-F5-F6
15492,COC(N1COCCC1)C(O)N,F1-F7-F5-F6
15493,OCNC1CCC(C1)NC(O)O,F3-F6-F17-F6
15494,OC(NC1CCC(C1)C(O)N)O,F3-F6-F17-F6
15495,NCOC1CC(CC1)NC(O)O,F3-F6-F17-F6
15496,OCNC1CCC(C1)C(O)(O)N,F3-F6-F17-F6
15497,NC(C1CC(CC1)C(O)(O)N)O,F3-F6-F17-F6
15498,NCOC1CCC(C1)C(O)(O)N,F3-F6-F17-F6
15499,OCNC1CC(CC1)OC(O)N,F3-F6-F17-F6
15500,NC(OC1CCC(C1)C(O)N)O,F3-F6-F17-F6
15501,NCOC1CCC(C1)OC(O)N,F3-F6-F17-F6
15502,NC(OCNC1CC(CC1)O)O,F3-F17-F6-F6
15503,OCNC(NC1CC(CC1)O)O,F3-F17-F6-F6
15504,NC(C(NC1CC(CC1)O)O)O,F3-F17-F6-F6
15505,NCOC(NC1CC(CC1)O)O,F3-F17-F6-F6
15506,OCN(C1CC(CC1)O)C(O)N,F3-F17-F6-F6
15507,NC(NC(C1CC(CC1)O)O)O,F3-F17-F6-F6
15508,OCNC(C1CC(CC1)O)(O)N,F3-F17-F6-F6
15509,NC(C(C1CC(CC1)O)(O)N)O,F3-F17-F6-F6
15510,NCOC(C1CC(CC1)O)(O)N,F3-F17-F6-F6
15511,NC(OC(C1CC(CC1)O)N)O,F3-F17-F6-F6
15512,NC(NCOC1CC(CC1)O)O,F3-F17-F6-F6
15513,OCNC(OC1CC(CC1)O)N,F3-F17-F6-F6
15514,NC(C(OC1CC(CC1)O)N)O,F3-F17-F6-F6
15515,NCOC(OC1CC(CC1)O)N,F3-F17-F6-F6
15516,OCNCC(N1COCCC1)O,F5-F7-F1-F6
15517,NC(CC(N1COCCC1)O)O,F5-F7-F1-F6
15518,NCOCC(N1COCCC1)O,F5-F7-F1-F6
15519,OCNC(N1COCCC1)(O)C,F5-F7-F1-F6
15520,NC(C(N1COCCC1)(O)C)O,F5-F7-F1-F6
15521,NCOC(N1COCCC1)(O)C,F5-F7-F1-F6
15522,NC(OC(N1COCCC1)C)O,F5-F7-F1-F6
15523,OCCOCOc1nncs1,F5-F5-F5-F15
15524,OC(c1nncs1)OCCO,F5-F5-F5-F15
15525,OCC(c1nncs1)OCO,F5-F5-F5-F15
15526,OC(c1nncs1)COCO,F5-F5-F5-F15
15527,OCOCCOc1nncs1,F5-F5-F5-F15
15528,OC(CO)COc1nncs1,F5-F5-F5-F15
15529,OC(c1nncs1)C(CO)O,F5-F5-F5-F15
15530,OCC(c1scnn1)(CO)O,F5-F5-F5-F15
15531,OCC(Oc1scnn1)CO,F5-F5-F5-F15
15532,OC(OCc1nncs1)CO,F5-F5-F5-F15
15533,COC(c1nncs1)(CO)O,F5-F5-F5-F15
15534,COC(C(c1nncs1)O)O,F5-F5-F5-F15
15535,COC(COc1nncs1)O,F5-F5-F5-F15
15536,COC(Oc1nncs1)CO,F5-F5-F5-F15
15537,OCOCOCc1nncs1,F5-F5-F5-F15
15538,OCOC(c1nncs1)OC,F5-F5-F5-F15
15539,COCOC(c1nncs1)O,F5-F5-F5-F15
15540,COC(OCc1nncs1)O,F5-F5-F5-F15
15541,COC(c1scnn1)(OC)O,F5-F5-F5-F15
15542,c1nc(NC(Cl)(F)O)ccc1,F6-F11-F12-F18
15543,c1ncccc1NC(Cl)(F)O,F6-F11-F12-F18
15544,OC(NC(=O)N1COCCC1)O,F3-F6-F9-F7
15545,O=CNC(N1COCCC1)(O)O,F3-F6-F9-F7
15546,O=C(C(O)(O)N)N1COCCC1,F3-F6-F9-F7
15547,OCCNC(N1COCCC1)O,F1-F6-F5-F7
15548,COCNC(N1COCCC1)O,F1-F6-F5-F7
15549,OCN(C(N1COCCC1)O)C,F1-F6-F5-F7
15550,OCN(CN1COCCC1)CO,F1-F6-F5-F7
15551,OCC(NCN1COCCC1)O,F1-F6-F5-F7
15552,OCC(N1COCCC1)(NC)O,F1-F6-F5-F7
15553,CNC(C(N1COCCC1)O)O,F1-F6-F5-F7
15554,COC(NCN1COCCC1)O,F1-F6-F5-F7
15555,CNC(N1COCCC1)(OC)O,F1-F6-F5-F7
15556,CNC(OCN1COCCC1)O,F1-F6-F5-F7
15557,OCOCNCN1COCCC1,F1-F6-F5-F7
15558,OCOC(N1COCCC1)NC,F1-F6-F5-F7
15559,CNCOC(N1COCCC1)O,F1-F6-F5-F7
15560,OCCC(N1COCCC1)(O)N,F1-F6-F5-F7
15561,COCC(N1COCCC1)(O)N,F1-F6-F5-F7
15562,OC(C(O)(N)C)N1COCCC1,F1-F6-F5-F7
15563,OCC(CN1COCCC1)(O)N,F1-F6-F5-F7
15564,CC(OCN1COCCC1)(O)N,F1-F6-F5-F7
15565,COC(CN1COCCC1)(O)N,F1-F6-F5-F7
15566,OCOC(CN1COCCC1)N,F1-F6-F5-F7
15567,OCOC(N1COCCC1)(N)C,F1-F6-F5-F7
15568,CC(OC(N1COCCC1)O)N,F1-F6-F5-F7
15569,CC(NC(N1COCCC1)O)O,F1-F6-F5-F7
15570,OCCOC(N1COCCC1)N,F1-F6-F5-F7
15571,OCC(OCN1COCCC1)N,F1-F6-F5-F7
15572,OCC(N1COCCC1)(OC)N,F1-F6-F5-F7
15573,COC(C(N1COCCC1)O)N,F1-F6-F5-F7
15574,CC(C(N1COCCC1)(O)N)O,F1-F5-F6-F7
15575,CC(OC(N1COCCC1)N)O,F1-F5-F6-F7
15576,OCOCc1nnc(s1)CO,F5-F15-F5-F5
15577,COc1nnc(s1)COCO,F5-F15-F5-F5
15578,OCc1nnc(s1)C(CO)O,F5-F15-F5-F5
15579,COc1nnc(s1)C(CO)O,F5-F15-F5-F5
15580,COC(c1nnc(s1)CO)O,F5-F15-F5-F5
15581,COc1nnc(s1)C(OC)O,F5-F15-F5-F5
15582,OCCOc1nnc(s1)CO,F5-F15-F5-F5
15583,COCOc1nnc(s1)CO,F5-F15-F5-F5
15584,COc1nnc(s1)OCCO,F5-F15-F5-F5
15585,OC(CCCl)c1sccc1,F5-F14-F2-F11
15586,OCc1sc(cc1)CCCl,F5-F14-F2-F11
15587,OC(CCc1sccc1)Cl,F2-F14-F5-F11
15588,OCCCc1sc(cc1)Cl,F2-F14-F5-F11
15589,OC(NCC)OCN1COCC1,F5-F8-F6-F2
15590,CCC(OCN1COCC1)(O)N,F5-F8-F6-F2
15591,NC(OC(CC)N1COCC1)O,F5-F8-F6-F2
15592,OC(N1COCC1)NCOCC,F5-F8-F6-F2
15593,OC(N1COCC1)NC(CC)O,F5-F8-F6-F2
15594,OCN(CC)C(N1COCC1)O,F5-F8-F6-F2
15595,OCNC(CC)(N1COCC1)O,F5-F8-F6-F2
15596,OCNC(N1COCC1)OCC,F5-F8-F6-F2
15597,OC(C(N1COCC1)O)NCC,F5-F8-F6-F2
15598,CCC(C(N1COCC1)O)(O)N,F5-F8-F6-F2
15599,CCC(N1COCC1)(C(O)N)O,F5-F8-F6-F2
15600,NC(C(N1COCC1)OCC)O,F5-F8-F6-F2
15601,NC(C(N1COCC1)O)OCC,F5-F8-F6-F2
15602,OC(N1COCC1)OCNCC,F5-F8-F6-F2
15603,OC(N1COCC1)OC(CC)N,F5-F8-F6-F2
15604,NCOC(CC)(N1COCC1)O,F5-F8-F6-F2
15605,CCOCC(N1COCC1)(O)N,F6-F8-F5-F2
15606,CCC(C(N1COCC1)(O)N)O,F6-F8-F5-F2
15607,OCC(N1COCC1)(OCC)N,F6-F8-F5-F2
15608,OCC(N1COCC1)(NCC)O,F6-F8-F5-F2
15609,CCCOC(N1COCC1)(O)N,F6-F8-F5-F2
15610,COC(N1COCC1)(NCC)O,F6-F8-F5-F2
15611,NC(N1COCC1)OC(CC)O,F6-F8-F5-F2
15612,OCOC(CC)(N1COCC1)N,F6-F8-F5-F2
15613,OCOC(N1COCC1)NCC,F6-F8-F5-F2
15614,OC(Nc1ncc(cc1)F)Cl,F6-F11-F18-F12
15615,OC(Nc1cnc(cc1)F)Cl,F6-F11-F18-F12
15616,c1nc(ccc1F)C(Cl)(O)N,F6-F11-F18-F12
15617,c1nc(F)ccc1C(Cl)(O)N,F6-F11-F18-F12
15618,OC(Nc1ncc(cc1)Cl)F,F6-F18-F11-F12
15619,OC(Nc1cnc(cc1)Cl)F,F6-F18-F11-F12
15620,c1nc(ccc1Cl)C(F)(O)N,F6-F18-F11-F12
15621,c1nc(Cl)ccc1C(F)(O)N,F6-F18-F11-F12
15622,OC(c1sccc1)C(=O)Cl,F5-F9-F14-F11
15623,OC(C(=O)c1sccc1)Cl,F5-F9-F14-F11
15624,OCOCNCCN1COCC1,F2-F6-F5-F8
15625,OCC(NCCN1COCC1)O,F2-F6-F5-F8
15626,COC(NCCN1COCC1)O,F2-F6-F5-F8
15627,OCN(CCN1COCC1)CO,F2-F6-F5-F8
15628,OCCCNC(N1COCC1)O,F2-F6-F5-F8
15629,OCNCCC(N1COCC1)O,F2-F6-F5-F8
15630,COCCNC(N1COCC1)O,F2-F6-F5-F8
15631,OCNCCOCN1COCC1,F2-F6-F5-F8
15632,OCNC(CCN1COCC1)O,F2-F6-F5-F8
15633,OCC(CCN1COCC1)(O)N,F2-F6-F5-F8
15634,COC(CCN1COCC1)(O)N,F2-F6-F5-F8
15635,NC(CCC(N1COCC1)O)O,F2-F6-F5-F8
15636,OCCCC(N1COCC1)(O)N,F2-F6-F5-F8
15637,NC(CCOCN1COCC1)O,F2-F6-F5-F8
15638,COCCC(N1COCC1)(O)N,F2-F6-F5-F8
15639,OCOC(CCN1COCC1)N,F2-F6-F5-F8
15640,OCNCOCCN1COCC1,F2-F6-F5-F8
15641,OCC(OCCN1COCC1)N,F2-F6-F5-F8
15642,OCCCOC(N1COCC1)N,F2-F6-F5-F8
15643,NCOCCC(N1COCC1)O,F2-F6-F5-F8
15644,NC(COCCN1COCC1)O,F5-F6-F2-F8
15645,NC(C(CCN1COCC1)O)O,F5-F6-F2-F8
15646,NCOC(CCN1COCC1)O,F5-F6-F2-F8
15647,NC(OCCCN1COCC1)O,F5-F6-F2-F8
15648,NC(OCNc1oc(cc1)F)O,F12-F20-F6-F6
15649,OCNC(Nc1oc(cc1)F)O,F12-F20-F6-F6
15650,NC(C(Nc1oc(cc1)F)O)O,F12-F20-F6-F6
15651,NCOC(Nc1oc(cc1)F)O,F12-F20-F6-F6
15652,OCN(c1oc(cc1)F)C(O)N,F12-F20-F6-F6
15653,NC(NC(c1oc(cc1)F)O)O,F12-F20-F6-F6
15654,OCNC(c1oc(cc1)F)(O)N,F12-F20-F6-F6
15655,NC(C(c1oc(cc1)F)(O)N)O,F12-F20-F6-F6
15656,NCOC(c1oc(cc1)F)(O)N,F12-F20-F6-F6
15657,NC(OC(c1oc(cc1)F)N)O,F12-F20-F6-F6
15658,NC(NCOc1oc(cc1)F)O,F12-F20-F6-F6
15659,OCNC(Oc1oc(cc1)F)N,F12-F20-F6-F6
15660,NC(C(Oc1oc(cc1)F)N)O,F12-F20-F6-F6
15661,NC(OC(Nc1occc1)F)O,F6-F12-F20-F6
15662,OC(NCO)(Nc1occc1)F,F6-F12-F20-F6
15663,NC(C(Nc1occc1)(F)O)O,F6-F12-F20-F6
15664,NCOC(Nc1occc1)(F)O,F6-F12-F20-F6
15665,NC(N(c1occc1)C(F)O)O,F6-F12-F20-F6
15666,OCNc1oc(cc1)NC(F)O,F6-F12-F20-F6
15667,OC(Nc1oc(cc1)C(O)N)F,F6-F12-F20-F6
15668,NCOc1oc(cc1)NC(F)O,F6-F12-F20-F6
15669,OCNc1oc(cc1)C(F)(O)N,F6-F12-F20-F6
15670,NC(c1oc(cc1)C(F)(O)N)O,F6-F12-F20-F6
15671,NCOc1oc(cc1)C(F)(O)N,F6-F12-F20-F6
15672,NC(c1occc1)(OC(O)N)F,F6-F12-F20-F6
15673,NC(NC(c1occc1)(F)O)O,F6-F12-F20-F6
15674,NC(NC(Oc1occc1)F)O,F6-F12-F20-F6
15675,NC(Oc1occc1)(NCO)F,F6-F12-F20-F6
15676,NC(C(O)N)(Oc1occc1)F,F6-F12-F20-F6
15677,OCNc1oc(cc1)OC(F)N,F6-F12-F20-F6
15678,NC(Oc1oc(cc1)C(O)N)F,F6-F12-F20-F6
15679,OC(NC(F)O)Nc1occc1,F6-F12-F6-F20
15680,NC(c1occc1)(NC(F)O)O,F6-F12-F6-F20
15681,NC(Oc1occc1)NC(F)O,F6-F12-F6-F20
15682,NC(NCOc1occc1)(F)O,F6-F12-F6-F20
15683,NC(NC(c1occc1)O)(F)O,F6-F12-F6-F20
15684,OCN(C(F)(O)N)c1occc1,F6-F12-F6-F20
15685,NC(C(Nc1occc1)O)(F)O,F6-F12-F6-F20
15686,NC(c1occc1)(C(F)(O)N)O,F6-F12-F6-F20
15687,NC(C(F)(O)N)Oc1occc1,F6-F12-F6-F20
15688,NC(OCNc1occc1)(F)O,F6-F12-F6-F20
15689,NC(c1occc1)OC(F)(O)N,F6-F12-F6-F20
15690,NC(OC(Nc1occc1)O)F,F6-F12-F6-F20
15691,NC(c1occc1)(OC(F)N)O,F6-F12-F6-F20
15692,OCOCOCC1NCNCN1,F5-F16-F5-F5
15693,OCC(OCC1NCNCN1)O,F5-F16-F5-F5
15694,COC(OCC1NCNCN1)O,F5-F16-F5-F5
15695,OCOC(C1NCNCN1)CO,F5-F16-F5-F5
15696,OCOC(C1NCNCN1)OC,F5-F16-F5-F5
15697,OCOCC1NCNC(N1)CO,F5-F16-F5-F5
15698,OCOCC1NCNC(N1)OC,F5-F16-F5-F5
15699,OCOCC(C1NCNCN1)O,F5-F16-F5-F5
15700,OCC(C(C1NCNCN1)O)O,F5-F16-F5-F5
15701,COC(C(C1NCNCN1)O)O,F5-F16-F5-F5
15702,OCC(C1NCNCN1)(CO)O,F5-F16-F5-F5
15703,OCC(C1NCNCN1)(OC)O,F5-F16-F5-F5
15704,OCC(C1NC(CO)NCN1)O,F5-F16-F5-F5
15705,OCC(C1NC(OC)NCN1)O,F5-F16-F5-F5
15706,OCCOC(C1NCNCN1)O,F5-F16-F5-F5
15707,COCOC(C1NCNCN1)O,F5-F16-F5-F5
15708,COC(C1NCNCN1)(OC)O,F5-F16-F5-F5
15709,COC(C1NC(CO)NCN1)O,F5-F16-F5-F5
15710,COC(C1NC(OC)NCN1)O,F5-F16-F5-F5
15711,OCCOC1NCNC(N1)CO,F5-F16-F5-F5
15712,COCOC1NCNC(N1)CO,F5-F16-F5-F5
15713,OCOCCOC1NCNCN1,F5-F16-F5-F5
15714,OCC(COC1NCNCN1)O,F5-F16-F5-F5
15715,COC(COC1NCNCN1)O,F5-F16-F5-F5
15716,OCC(OC1NCNCN1)CO,F5-F16-F5-F5
15717,OCC(OC1NCNCN1)OC,F5-F16-F5-F5
15718,OCCOC1NCNC(N1)OC,F5-F16-F5-F5
15719,OCCOCOC1NCNCN1,F5-F16-F5-F5
15720,CNC(NC(N1COCC1)O)O,F6-F6-F8-F1
15721,OC(N1COCC1)NC(O)(N)C,F6-F6-F8-F1
15722,NC(N(C(N1COCC1)O)C)O,F6-F6-F8-F1
15723,NC(NC(N1COCC1)(O)C)O,F6-F6-F8-F1
15724,COC(N1COCC1)NC(O)N,F6-F6-F8-F1
15725,COC(NC(N1COCC1)O)N,F6-F6-F8-F1
15726,COCNC(N1COCC1)(O)N,F6-F6-F8-F1
15727,CC(NC(N1COCC1)(O)N)O,F6-F6-F8-F1
15728,OCN(C(N1COCC1)(O)N)C,F6-F6-F8-F1
15729,OCNC(N1COCC1)(OC)N,F6-F6-F8-F1
15730,OCNC(N1COCC1)(NC)O,F6-F6-F8-F1
15731,CNC(C(N1COCC1)(O)N)O,F6-F6-F8-F1
15732,C1OCCN1C(C(O)(N)C)(O)N,F6-F6-F8-F1
15733,COC(N1COCC1)(C(O)N)N,F6-F6-F8-F1
15734,CNC(N1COCC1)(C(O)N)O,F6-F6-F8-F1
15735,COC(C(N1COCC1)(O)N)N,F6-F6-F8-F1
15736,CNC(OC(N1COCC1)N)O,F6-F6-F8-F1
15737,NC(N1COCC1)OC(O)(N)C,F6-F6-F8-F1
15738,NC(OC(N1COCC1)(N)C)O,F6-F6-F8-F1
15739,CNC(N1COCC1)OC(O)N,F6-F6-F8-F1
15740,CNCOC(N1COCC1)(O)N,F6-F6-F8-F1
15741,CC(OC(N1COCC1)(O)N)N,F6-F6-F8-F1
15742,NCOC(N1COCC1)(NC)O,F6-F6-F8-F1
15743,OCOCNc1oc(cc1)Cl,F11-F20-F6-F5
15744,OCC(Nc1oc(cc1)Cl)O,F11-F20-F6-F5
15745,COC(Nc1oc(cc1)Cl)O,F11-F20-F6-F5
15746,OCN(c1oc(cc1)Cl)CO,F11-F20-F6-F5
15747,OCNC(c1oc(cc1)Cl)O,F11-F20-F6-F5
15748,OCC(c1oc(cc1)Cl)(O)N,F11-F20-F6-F5
15749,COC(c1oc(cc1)Cl)(O)N,F11-F20-F6-F5
15750,OCOC(c1oc(cc1)Cl)N,F11-F20-F6-F5
15751,OCNCOc1oc(cc1)Cl,F11-F20-F6-F5
15752,OCC(Oc1oc(cc1)Cl)N,F11-F20-F6-F5
15753,OCOCNc1sc(cc1)F,F12-F14-F6-F5
15754,OCC(Nc1sc(cc1)F)O,F12-F14-F6-F5
15755,COC(Nc1sc(cc1)F)O,F12-F14-F6-F5
15756,OCN(c1sc(cc1)F)CO,F12-F14-F6-F5
15757,OCNC(c1sc(cc1)F)O,F12-F14-F6-F5
15758,OCC(c1sc(cc1)F)(O)N,F12-F14-F6-F5
15759,COC(c1sc(cc1)F)(O)N,F12-F14-F6-F5
15760,OCOC(c1sc(cc1)F)N,F12-F14-F6-F5
15761,OCNCOc1sc(cc1)F,F12-F14-F6-F5
15762,OCC(Oc1sc(cc1)F)N,F12-F14-F6-F5
15763,OCOC(Nc1occc1)Cl,F6-F11-F20-F5
15764,OC(Nc1occc1)(CO)Cl,F6-F11-F20-F5
15765,COC(Nc1occc1)(Cl)O,F6-F11-F20-F5
15766,OCN(c1occc1)C(Cl)O,F6-F11-F20-F5
15767,OCc1oc(cc1)NC(Cl)O,F6-F11-F20-F5
15768,COc1oc(cc1)NC(Cl)O,F6-F11-F20-F5
15769,OCc1oc(cc1)C(Cl)(O)N,F6-F11-F20-F5
15770,COc1oc(cc1)C(Cl)(O)N,F6-F11-F20-F5
15771,NC(c1occc1)(OCO)Cl,F6-F11-F20-F5
15772,OC(c1occc1)(NCO)Cl,F6-F11-F20-F5
15773,OCNC(Oc1occc1)Cl,F6-F11-F20-F5
15774,NC(Oc1occc1)(CO)Cl,F6-F11-F20-F5
15775,OCc1oc(cc1)OC(Cl)N,F6-F11-F20-F5
15776,OCOC(Nc1sccc1)F,F6-F14-F12-F5
15777,OC(Nc1sccc1)(CO)F,F6-F14-F12-F5
15778,COC(Nc1sccc1)(F)O,F6-F14-F12-F5
15779,OCN(c1sccc1)C(F)O,F6-F14-F12-F5
15780,OCc1sc(cc1)NC(F)O,F6-F14-F12-F5
15781,COc1sc(cc1)NC(F)O,F6-F14-F12-F5
15782,OCc1sc(cc1)C(F)(O)N,F6-F14-F12-F5
15783,COc1sc(cc1)C(F)(O)N,F6-F14-F12-F5
15784,NC(c1sccc1)(OCO)F,F6-F14-F12-F5
15785,OC(c1sccc1)(NCO)F,F6-F14-F12-F5
15786,OCNC(Oc1sccc1)F,F6-F14-F12-F5
15787,NC(Oc1sccc1)(CO)F,F6-F14-F12-F5
15788,OCc1sc(cc1)OC(F)N,F6-F14-F12-F5
15789,Nc1ccc(cc1)C1CC(CC1)O,F4-F10-F17-F3
15790,c1cccc(c1)NC1CC(CC1)O,F4-F10-F17-F3
15791,O=CNC(C1CCCC1)(Cl)O,F6-F11-F9-F17
15792,O=CN(C1CCCC1)C(Cl)O,F6-F11-F9-F17
15793,OC(NC(=O)C1CCCC1)Cl,F6-F11-F9-F17
15794,O=CC(NC1CCCC1)(Cl)O,F6-F11-F9-F17
15795,C1CCC(C1)C(=O)C(Cl)(O)N,F6-F11-F9-F17
15796,ClC(=O)NC(C1CCCC1)O,F9-F11-F6-F17
15797,OCN(C1CCCC1)C(=O)Cl,F9-F11-F6-F17
15798,OC(C(=O)Cl)NC1CCCC1,F9-F11-F6-F17
15799,ClC(=O)C(C1CCCC1)(O)N,F9-F11-F6-F17
15800,c1cccc(c1)C(Cl)(Cl)O,F5-F11-F11-F10
15801,NC(NCOCN1COCC1)O,F6-F6-F1-F8
15802,NC(NC(CN1COCC1)O)O,F6-F6-F1-F8
15803,OCN(C(O)N)CN1COCC1,F6-F6-F1-F8
15804,OCNC(CN1COCC1)(O)N,F6-F6-F1-F8
15805,OCNC(OCN1COCC1)N,F6-F6-F1-F8
15806,OCNC(NCN1COCC1)O,F6-F6-F1-F8
15807,OC(C(O)N)NCN1COCC1,F6-F6-F1-F8
15808,NC(C(CN1COCC1)(O)N)O,F6-F6-F1-F8
15809,NC(C(O)N)OCN1COCC1,F6-F6-F1-F8
15810,NC(OCNCN1COCC1)O,F6-F6-F1-F8
15811,NC(OC(CN1COCC1)N)O,F6-F6-F1-F8
15812,NCOC(CN1COCC1)(O)N,F6-F6-F1-F8
15813,NCOC(NCN1COCC1)O,F6-F6-F1-F8
15814,OCNCNC(N1COCC1)O,F1-F6-F6-F8
15815,OCNC(N1COCC1)NCO,F1-F6-F6-F8
15816,NC(CNC(N1COCC1)O)O,F1-F6-F6-F8
15817,OCNC(N1COCC1)C(O)N,F1-F6-F6-F8
15818,OCNCC(N1COCC1)(O)N,F1-F6-F6-F8
15819,NCOCNC(N1COCC1)O,F1-F6-F6-F8
15820,OCNC(N1COCC1)OCN,F1-F6-F6-F8
15821,OCNCOC(N1COCC1)N,F1-F6-F6-F8
15822,NC(CC(N1COCC1)(O)N)O,F1-F6-F6-F8
15823,NC(C(N1COCC1)C(O)N)O,F1-F6-F6-F8
15824,NC(COC(N1COCC1)N)O,F1-F6-F6-F8
15825,NCOC(N1COCC1)C(O)N,F1-F6-F6-F8
15826,NCOCC(N1COCC1)(O)N,F1-F6-F6-F8
15827,OCNC1CCC(C1)C(=O)Cl,F9-F11-F17-F6
15828,NC(C1CC(CC1)C(=O)Cl)O,F9-F11-F17-F6
15829,NC(NC(N1COCCC1)O)O,F5-F7-F4-F6
15830,OCNC(N1COCCC1)(O)N,F5-F7-F4-F6
15831,NC(C(N1COCCC1)(O)N)O,F5-F7-F4-F6
15832,NCOC(N1COCCC1)(O)N,F5-F7-F4-F6
15833,NC(OC(N1COCCC1)N)O,F5-F7-F4-F6
15834,OCNC(=O)C1CC(CC1)Cl,F9-F17-F11-F6
15835,NC(C(=O)C1CC(CC1)Cl)O,F9-F17-F11-F6
15836,OC(C(O)(N)N)N1COCCC1,F4-F6-F5-F7
15837,NC(OCN1COCCC1)(O)N,F4-F6-F5-F7
15838,NC(OC(N1COCCC1)O)N,F4-F6-F5-F7
15839,OCOC(N1COCCC1)(N)N,F4-F6-F5-F7
15840,OCCOC(N1COCCC1)O,F5-F5-F5-F7
15841,OCOC(N1COCCC1)CO,F5-F5-F5-F7
15842,OCOCC(N1COCCC1)O,F5-F5-F5-F7
15843,OCC(C(N1COCCC1)O)O,F5-F5-F5-F7
15844,OCC(N1COCCC1)(CO)O,F5-F5-F5-F7
15845,OCC(OCN1COCCC1)O,F5-F5-F5-F7
15846,OCC(N1COCCC1)(OC)O,F5-F5-F5-F7
15847,COC(C(N1COCCC1)O)O,F5-F5-F5-F7
15848,OCOCOCN1COCCC1,F5-F5-F5-F7
15849,OCOC(N1COCCC1)OC,F5-F5-F5-F7
15850,COCOC(N1COCCC1)O,F5-F5-F5-F7
15851,COC(OCN1COCCC1)O,F5-F5-F5-F7
15852,COC(N1COCCC1)(OC)O,F5-F5-F5-F7
15853,OC(Nc1nccnc1)(Cl)F,F6-F11-F12-F19
15854,OC(NCOc1scnn1)O,F3-F6-F5-F15
15855,OC(c1scnn1)NC(O)O,F3-F6-F5-F15
15856,OCN(c1nncs1)C(O)O,F3-F6-F5-F15
15857,OCNC(c1scnn1)(O)O,F3-F6-F5-F15
15858,OC(Oc1nncs1)NCO,F3-F6-F5-F15
15859,NC(COc1scnn1)(O)O,F3-F6-F5-F15
15860,OC(C(O)(O)N)c1scnn1,F3-F6-F5-F15
15861,NC(Oc1nncs1)(CO)O,F3-F6-F5-F15
15862,OCC(Nc1scnn1)(O)O,F3-F6-F5-F15
15863,c1cccc(n1)C(C1CCCC1)O,F5-F17-F18
15864,c1ncccc1C(C1CCCC1)O,F5-F17-F18
15865,OCC1CCC(C1)c1ncccc1,F5-F17-F18
15866,OCC1CCC(C1)c1cnccc1,F5-F17-F18
15867,OCc1cnc(cc1)C1CCCC1,F17-F18-F5
15868,NC(OCc1scnn1)(O)O,F3-F6-F5-F15
15869,COC(Oc1nncs1)(O)N,F3-F6-F5-F15
15870,COC(Nc1scnn1)(O)O,F3-F6-F5-F15
15871,NC(OCOc1nncs1)O,F3-F6-F5-F15
